TCGA-66-2757	TCGA-37-4141	TCGA-18-3419	TCGA-56-1622	TCGA-39-5036	TCGA-56-6546	TCGA-63-5128	TCGA-66-2768	TCGA-33-6737	TCGA-34-5927	TCGA-21-5784	TCGA-85-6175	TCGA-34-5929	TCGA-37-4135	TCGA-37-3783	TCGA-66-2778	TCGA-60-2725	TCGA-18-3406	TCGA-18-3408	TCGA-21-1071	TCGA-37-5819	TCGA-56-6545	TCGA-60-2724	TCGA-60-2723	TCGA-60-2720	TCGA-66-2773	TCGA-66-2781	TCGA-39-5022	TCGA-22-5480	TCGA-18-3411	TCGA-22-5489	TCGA-21-1076	TCGA-22-5471	TCGA-34-2596	TCGA-66-2783	TCGA-43-2578	TCGA-39-5037	TCGA-66-2759	TCGA-43-3394	TCGA-66-2782	TCGA-66-2793	TCGA-22-5485	TCGA-21-1078	TCGA-22-5478	TCGA-22-5491	TCGA-21-5782	TCGA-60-2719	TCGA-66-2758	TCGA-34-5236	TCGA-60-2710	TCGA-43-3920	TCGA-21-1081	TCGA-37-4133	TCGA-66-2754	TCGA-22-0944	TCGA-43-6647	TCGA-18-5595	TCGA-85-6560	TCGA-43-6770	TCGA-18-3417	TCGA-66-2770	TCGA-63-6202	TCGA-22-4599	TCGA-18-4086	TCGA-18-5592	TCGA-60-2713	TCGA-46-3766	TCGA-22-4613	TCGA-66-2800	TCGA-56-5898	TCGA-46-3765	TCGA-39-5024	TCGA-66-2727	TCGA-66-2791	TCGA-66-2788	TCGA-18-3415	TCGA-60-2712	TCGA-34-2608	TCGA-22-1016	TCGA-66-2786	TCGA-34-2600	TCGA-34-5241	TCGA-21-1077	TCGA-22-4604	TCGA-18-4083	TCGA-22-1002	TCGA-66-2742	TCGA-60-2721	TCGA-39-5035	TCGA-33-4538	TCGA-60-2722	TCGA-21-1070	TCGA-18-3414	TCGA-66-2787	TCGA-22-1012	TCGA-22-5482	TCGA-22-4595	TCGA-66-2765	TCGA-34-5231	TCGA-18-3407
ENSG00000146910	0.00223769678731989	0.00221796003827135	0.00439154505361683	0.00264054247544787	0.00200205373260443	0.00239763625745071	0.00294405435176293	0.00285671065328097	0.00482710602533287	5.42314035727465e-05	0.00179166157565558	0.000570422925943781	0.00523487949230872	0.00216739646603326	0.00172241626685643	0.00204787838076359	0.00200205568764633	0.00248768571161628	0.000860706443834403	0.00130658027381059	0.00217748517466154	0.00294406198859554	0.00299322105962763	0.00264052166727857	0.00349394180763518	0.00562565956688876	0.00128236557800299	0.00127753446599788	0.00127731068071524	0.00396830168686857	0.00293473228580488	0.00239763413755822	0.00279016349664551	0.00214422807336168	0.00223766926792346	0.0020478790927676	0.00294407070458325	0.00519617961357099	0.0035073075954688	0.00405222124768878	0.00350724997579466	0.00178788250978013	0.000802561024560111	0.00200205750718774	0.00316670839767141	0.00332853593252058	0.00166346785201865	0.00396831678416731	0.00223768300479554	0.00200205360039996	0.00132511938149471	0.00203566261160582	0.00456517318191252	0.00282466398994419	0.00137383932558377	0.00222996477879622	0.0025224056221993	0.00285590300942162	0.00203566319550375	0.00269357939870696	0.0024876967688986	0.00266618943627561	0.00366412066904431	0.00201104134396812	0.00293473814083578	0.00217749535263123	0.00416219851223365	0.00555055849747288	0.00223769358551695	0.00129204272665706	0.00204787761511693	0.00214808282954493	0.00298841417110307	0.00336416562447894	0.00203566131703237	0.000616289110007329	0.00076793779471418	0.00196733329668453	0.00350733011103377	0.00169498349229269	0.00433569130183153	2.73939276654867e-05	0.00251126409657898	0.00237505402180371	0.00285671133861598	0.00201103360609201	0.00237503838651043	0.000907054853056199	0.00682632893963842	0.0016949855622217	0.00221795961023774	0.00487162608439717	0.00316672376958205	0.0028386627707192	0.00287528889889144	0.00160939982079134	0.0029441526077898	0.000834203063742711	0.00607005081902612	0.00160939920219016
ENSG00000105708	0.015079560373899	0.0149474093153144	0.0294105234113693	0.0177735872451212	0.0135007810985824	0.0161499072547709	0.0197991677743159	0.0192166178790972	0.0322868776390121	0.00036777251260689	0.012089356912555	0.00386257779257393	0.0349731386340789	0.0146087825728237	0.0116244455646201	0.0138079694527173	0.0135007942060883	0.0167520996889651	0.00582332289192977	0.00882860695467869	0.0146763550781412	0.0197992186962438	0.0201269615844415	0.0177734482530824	0.0234599411526953	0.0375414849355635	0.00866559392140254	0.00863306819978449	0.00863156153121813	0.0266085321245293	0.0197370071375192	0.0161498930745835	0.0187725750527412	0.0144535895472431	0.0150793761231947	0.013807974225137	0.0197992768139192	0.034718471495802	0.0235487760787633	0.0271646509512308	0.0235483931277318	0.0120639891657587	0.00543083841018399	0.0135008064051024	0.0212828528106686	0.0223600102567445	0.0112285203321678	0.0266086321956267	0.0150794680956768	0.0135007802122239	0.00895339655084293	0.01372608826505	0.0305580000190306	0.0190028045759233	0.00928127416058855	0.0150277910799685	0.0169842000069373	0.0192112298185845	0.0137260921790356	0.0181278026946466	0.0167521736136976	0.0179448881163333	0.0245905104604931	0.0135610365360164	0.0197370461806118	0.0146764232463231	0.0278930390323084	0.0370483467840984	0.0150795389367943	0.00873074310867061	0.0138079643208935	0.014479412001136	0.0200949182430707	0.0225970330132662	0.0137260795873611	0.00417260403789177	0.00519706713217327	0.0132679761939988	0.023548925721334	0.0114402109888379	0.0290411500696172	0.000185787473163335	0.0169097247317711	0.0159988425791957	0.0192166224511844	0.0135609846605839	0.0159987379793985	0.00613608237290308	0.0453962836264922	0.01144022489126	0.0149474064491834	0.0325804690294373	0.0212829551772575	0.0190962084404201	0.0193405525592509	0.0108652551588917	0.0197998229392415	0.00564444013530785	0.0404550986321263	0.0108652510020509
ENSG00000079263	0.0183765545487555	0.018215778215346	0.0357833872940596	0.0216530965733756	0.0164554842606951	0.0196785740290093	0.0241153517729289	0.0234073307209185	0.0392702921296921	0.000448914170205539	0.014737478195208	0.00471295773792935	0.042524688303286	0.0178037797168076	0.0141714626598567	0.0168293265333278	0.0164555002128283	0.0204109713638001	0.00710383564399586	0.0107663748046618	0.0178859959524773	0.0241154136584916	0.0245137058601858	0.0216529275789497	0.0285624649038826	0.0456343619240359	0.0105677736529561	0.0105281462300407	0.0105263105868745	0.0323844360075271	0.0240398072374582	0.0196785567816481	0.0228675864081231	0.0176149498863379	0.0183763303907684	0.0168293323410715	0.024115484289076	0.0422162456280389	0.028670336037364	0.0330592071048166	0.0286698710294117	0.0147065952453914	0.00662533426394085	0.0164555150592901	0.0259181772567931	0.0272266532466469	0.013689389298532	0.0323845574372164	0.0183764422837859	0.0164554831819795	0.0109184029142694	0.0167296812273856	0.0371747073943199	0.0231474424437625	0.0113178280405455	0.0183135720620283	0.020693229538714	0.0234007817321424	0.0167296859905373	0.0220837547275797	0.0204110612663156	0.0218613699100239	0.0299351393065042	0.016528815986252	0.024039854687305	0.0178860788928635	0.0339428736471272	0.0450374275553819	0.0183765284685412	0.0106471467211807	0.0168293202882153	0.0176463695988085	0.0244747662266627	0.0275145337136733	0.0167296706669748	0.00509106429552031	0.00634030986422152	0.0161721480867796	0.0286705177446406	0.0139471463626176	0.0353354433225679	0.000226782323328178	0.0206026614453807	0.0194948309089649	0.02340733627813	0.0165287528535301	0.0194947036798767	0.0074851096403733	0.0551333269356173	0.013947163289968	0.0182157747283378	0.0396260742829344	0.0259183016216127	0.023260975596026	0.0235579665601853	0.0132470449115141	0.0241161479967495	0.00688575411333969	0.0491598573242553	0.0132470398495601
ENSG00000076555	0.0529974232102873	0.0525419763460844	0.101458131721781	0.0622477824451052	0.0475459689425439	0.0566804641912421	0.0691598911677271	0.0671757687197865	0.110964705039384	0.0013173898695098	0.0426532625470996	0.0137736981112336	0.119777321825572	0.0513742086601491	0.0410376862773979	0.0486084447617244	0.0475460142958513	0.0587480501398533	0.0207129933515152	0.0312806064838163	0.0516073179377133	0.0691600644709267	0.0702749943168766	0.0622473068817732	0.0815586578246534	0.128144044392908	0.0307095152972093	0.0305955373745229	0.0305902574127467	0.0921270753936066	0.0689483217168241	0.0566804154660582	0.0656613447873187	0.0508386727823862	0.0529967883164849	0.0486084612614225	0.069160262263545	0.118944568433861	0.0818580469802369	0.0939845660804656	0.0818567565196771	0.0425651597687242	0.019326774052712	0.0475460565056626	0.0741994701414603	0.077845865851101	0.0396602892084318	0.0921274098875341	0.0529971052367417	0.0475459658756597	0.0317176237539464	0.048325324944791	0.105259372157333	0.0664467718922982	0.0328651845734197	0.0528190237549264	0.0595440774719567	0.0671574031607042	0.0483253384795137	0.0634591711089812	0.0587483037545774	0.0628337587638612	0.085363625029598	0.0477544425084261	0.0689484546144918	0.0516075530811205	0.0964133063125776	0.126542049470689	0.0529973493420854	0.030937784603708	0.048608427019356	0.050927795317501	0.0701660303868102	0.0786468437753683	0.0483252949368174	0.0148732675538696	0.0185004433548406	0.0467401943954492	0.0818585512423654	0.0403969239716591	0.100232037215167	0.000665661730554046	0.0592887048115285	0.0561612808200945	0.0671757843040034	0.0477542630423561	0.0561609212571581	0.0218166194053802	0.153376348770008	0.0403969723354674	0.052541966466536	0.111930951004537	0.074199817166111	0.0667652830328981	0.0675981362866657	0.0383952600992445	0.0691621208972731	0.0200813711387268	0.137565933784053	0.0383952456165811
ENSG00000143632	0.0083825277599282	0.00830881905072367	0.0164021468691207	0.00988611394075822	0.00750223448881349	0.00897968819182005	0.0110178399018788	0.010692252667878	0.0180181073457023	0.00020376621243634	0.00671578675497086	0.00214175225484392	0.0195292079554928	0.00811996638546597	0.00645684719863415	0.00767346681411785	0.00750224179460868	0.00931578657726984	0.0032303791214795	0.00490080620888178	0.00815764936506413	0.0110178683658804	0.0112010818705155	0.00988603631933316	0.0130658257094068	0.020975733849745	0.00481014076540076	0.00479205123505555	0.00479121329151999	0.0148300171445602	0.0109830941981112	0.00897968027860085	0.0104441349978573	0.00803342466702972	0.00838242498902608	0.00767346947446113	0.011017900852173	0.0193858697704424	0.0131155661130251	0.0151418812539853	0.0131153516869666	0.00670165639453058	0.00301239087408034	0.00750224859412163	0.0118474618496194	0.0124501201439153	0.00623637336306826	0.0148300732560296	0.00838247628924815	0.00750223399476591	0.00497021683619148	0.00762782243854976	0.0170465525839933	0.0105727740216065	0.00515260791891425	0.00835365234010532	0.00944535198126273	0.0106892416827811	0.00762782462037825	0.0100839449082537	0.00931582784211693	0.00998178229511759	0.0136990041801476	0.00753582008012532	0.0109831160215813	0.00815768738083222	0.0155504720202764	0.0206978586024428	0.00838251580288063	0.00484637498400653	0.00767346395333135	0.00804782385858982	0.0111831679257407	0.0125827716467797	0.00762781760136766	0.00231381850856582	0.00288257113323098	0.00737248068326846	0.0131156499024944	0.00635424993928602	0.0161947846409434	0.000102932305614645	0.00940377614757881	0.0088953896868158	0.0106922552229273	0.00753579116498093	0.00889533131909503	0.00340411511056338	0.0254103797397117	0.00635425768093534	0.00830881745209777	0.0181831699516168	0.0118475191086206	0.0106249665725406	0.0107615125550282	0.00603412116095814	0.0110182061222219	0.00313102179940783	0.0226188052861366	0.00603411884677441
ENSG00000165685	0.00304552606947539	0.0030186749963429	0.00597459338796247	0.00359353970986975	0.00272493034722121	0.00326311033668392	0.00400637092677325	0.00388757232340164	0.00656664335520796	7.3838711991181e-05	0.00243866561582851	0.000776585994892831	0.00712083706068567	0.00294988435966637	0.00234444395999045	0.00278727758365416	0.00272493300718069	0.0033856095147663	0.00117172245048203	0.00177856865554382	0.00296360992865063	0.00400638131366748	0.00407324227781891	0.00359351140539421	0.00475420147021777	0.00765185816088976	0.00174561433148857	0.0017390395278204	0.00173873497149624	0.00539919646083553	0.00399369190456156	0.00326310745283098	0.00379705714259437	0.0029183638443786	0.0030454886305461	0.00278727855237759	0.00400639316834639	0.00706824465987566	0.00477237667926989	0.00551329167565517	0.00477229832645254	0.00243352352586756	0.00109257773511828	0.00272493548282171	0.00430919182732592	0.00452927015641347	0.00226423135391518	0.00539921698709156	0.00304550731895048	0.00272493016735276	0.00180379874815229	0.00277065738414994	0.00621061415787794	0.00384398381470086	0.00187010149041289	0.00303500699805903	0.00343283982861531	0.00388647380679796	0.00277065817859656	0.00366568283555913	0.00338562455635771	0.00362842599333735	0.00498560930802483	0.00273715862404622	0.00399369986805775	0.00296362377560133	0.00566280909738415	0.00754981110615793	0.00304552171357186	0.00175878421550069	0.0027872765419561	0.002923608244773	0.00406670450973978	0.00457772322845196	0.00277065562282974	0.000839022215414653	0.00104544948545471	0.00267769037886811	0.00477240729654316	0.00230711570037456	0.00589866561639085	3.72983557830331e-05	0.00341768381339025	0.00323238986199992	0.00388757325554823	0.00273714809614722	0.00323236859191323	0.00123480845264445	0.00928294337134394	0.00230711851696741	0.0030186744140166	0.00662715335128872	0.00430921273305063	0.00386302442354458	0.00391284143025961	0.00219065809861885	0.0040065045654093	0.00113564754645434	0.00825563810329688	0.00219065725685019
ENSG00000135517	0.00350749289206875	0.00347657598714479	0.00687932153761273	0.00413845989053419	0.00313834377203737	0.00375801943089504	0.00461374684299753	0.0044769787068023	0.00756068266989884	8.50583673793759e-05	0.00280870969690195	0.000894538875362283	0.00819842081863498	0.00339736838468685	0.0027002102283511	0.00321013475400922	0.00313834683492231	0.00389906132485873	0.00134965053203717	0.0020485525527395	0.00341317248300166	0.00461375880091097	0.00469073209248905	0.00413842730297187	0.0054746374889284	0.00880944220672286	0.00201060086972449	0.00200302900699356	0.00200267826499756	0.00621706629753638	0.0045991501044057	0.00375801611045234	0.0043727704883143	0.00336107443963962	0.00350744978419726	0.00321013586945795	0.00461377244861161	0.00813790246739254	0.00549555927405343	0.00634838925331449	0.00549546908096255	0.0028027884442422	0.00125849515075782	0.00313834968555238	0.00496236132876759	0.00521571049656877	0.00260784143035941	0.00621708992335535	0.00350747130237994	0.00313834356491272	0.00207760853403727	0.00319099715719651	0.00715095362714746	0.00442679635626309	0.00215396488385133	0.00349538102139046	0.00395344019151866	0.00447571401647506	0.00319099807196599	0.0042215194523062	0.00389907864312	0.00417862515429912	0.00574101054651044	0.0031524243217762	0.00459915927240306	0.00341318842683058	0.00652047949525991	0.00869202525401391	0.00350748787663779	0.00202576792389997	0.00321013355453192	0.0033671130579801	0.00468320556014878	0.00527148742468586	0.0031909951290795	0.000966453710037229	0.00120421439516438	0.00308394790284872	0.00549559451805082	0.00265722502506183	0.00679193553114332	4.29658914544717e-05	0.00393599027760716	0.00372264837973635	0.00447697977996064	0.00315241219919493	0.00372262388965683	0.00142230940947885	0.0106859447167292	0.00265722826851111	0.00347657531659507	0.00763031715730333	0.00496238539540372	0.00444871737010288	0.00450607023886462	0.00252311717918796	0.00461390069447698	0.00130810119027314	0.00950412328227146	0.00252311620981993
ENSG00000169031	0.0454502208436274	0.0450580798074858	0.087335282273171	0.0534207785930725	0.04075830431125	0.048622341159636	0.0593840681470782	0.0576716458551231	0.0955900752833153	0.00112545397935293	0.0365506201487048	0.0117776985405599	0.103253789398725	0.0440527540703063	0.035161928098746	0.0416724401116547	0.0407583433292453	0.050403897529103	0.0177204644109126	0.0267823151811895	0.044253422334792	0.0593842177418163	0.060346705755816	0.0534203685309168	0.0700970902383631	0.110540098657297	0.0262922307705471	0.0261944251562533	0.0261898944081255	0.0792452699195129	0.0592014450927473	0.0486222991817739	0.0563649602643664	0.0435917740982711	0.045449674179175	0.0416724543087215	0.0593843884758012	0.102529125267925	0.0703560339300826	0.0808547413570653	0.0703549177757581	0.0364748813218837	0.0165328260805162	0.0407583796429587	0.0637359372843868	0.066886892722036	0.033978235821531	0.0792455597076914	0.0454499470580164	0.0407583016727564	0.0271573719230069	0.0414288341822314	0.0906344580948065	0.057042609259627	0.0281423485261014	0.0452966151334286	0.0510899546150733	0.0576557977064419	0.0414288458277302	0.0544654165295091	0.0504041160934795	0.0539260691985436	0.0733889491992701	0.0409376596284859	0.0592015598057259	0.0442536247582446	0.0829599129972386	0.109144186610353	0.0454501572408013	0.0264881160265708	0.0416724248450101	0.0436684865964455	0.0602526328003992	0.0675792839270681	0.0414288083628847	0.0127189548771538	0.0158249867250156	0.0400651289804556	0.070356470080129	0.0346112460515305	0.0862715636802081	0.000568651727283598	0.0508698521685321	0.0481750710245986	0.0576716593033006	0.0409375052264036	0.0481747612781664	0.0186661672651545	0.132576341762632	0.0346112876143	0.0450580713013609	0.0964298090351288	0.0637362370723835	0.0573174372578377	0.058036131064172	0.0328913271383722	0.0593859928427152	0.017179294004778	0.118757537657158	0.0328913146961833
ENSG00000156509	0.00791139431603172	0.00784181217809143	0.0154837599996005	0.00933086528471705	0.00708040292996825	0.00847513342084771	0.0103993581315476	0.0100919555207944	0.0170100134879835	0.000192269818274915	0.00633803582990167	0.00202102462194809	0.0184373546511394	0.00766353371429762	0.00609361707112221	0.00724204196916345	0.0070804098264543	0.00879242967141625	0.00304837955908144	0.00462491025947842	0.00769910660498152	0.0103993850060241	0.010572368187996	0.00933079200256048	0.0123330894850674	0.0198038151114963	0.00453933743533685	0.00452226403410161	0.00452147316017859	0.0139990379722257	0.0103665527684614	0.00847512595031186	0.00985769944084225	0.00758183825373904	0.00791129729859219	0.0072420444805088	0.0103994156782177	0.0183019563682126	0.0123800577116843	0.0142935524875036	0.0123798552359795	0.00632469777958666	0.00284265549717777	0.00708041624498912	0.0111826696822702	0.0117517098795423	0.00588550974804491	0.0139990909616473	0.00791134572686991	0.00708040246362707	0.00469042242993856	0.00719895466677423	0.0160923760124116	0.00997915138011018	0.00486257070564666	0.00788413544807653	0.00891474848098484	0.0100891127307503	0.00719895672637383	0.00951763790650639	0.00879246862812755	0.00942118571475337	0.0129309889182493	0.00711210676715179	0.0103665733732174	0.00769914249201353	0.0146794204246961	0.0195413115898797	0.0079113830284544	0.00457353634927904	0.00724203926862022	0.00759543107610305	0.0105554544479826	0.0118769642754903	0.00719895010054783	0.00218340220268887	0.00272014070306037	0.00695791961092573	0.0123801368314131	0.00599677423533018	0.0152879191982053	9.71246407875936e-05	0.00887549788719755	0.00839555171191764	0.0100919579330172	0.00711207947213477	0.00839549661018346	0.00321234282085758	0.023993703603476	0.00599678154280436	0.00784181066890732	0.0171659208184027	0.0111827237463361	0.0100284281748007	0.0101573466492419	0.00569460425482704	0.0103997039010152	0.00295461184548051	0.0213560785815422	0.00569460207043904
ENSG00000204019	0.00259905324245469	0.00257613339028573	0.00509983044042728	0.00306685310235932	0.00232540137895021	0.00278478473252397	0.00341928261607227	0.00331786332471617	0.00560544302630761	6.3000102809796e-05	0.00208106453810142	0.00066262728622668	0.00607876669525809	0.00251741469359223	0.00200064537118672	0.00237861827774599	0.00232540364937972	0.00288935355184772	0.000999809441813659	0.00151768855956114	0.00252913059364135	0.00341929148353215	0.00347637199673989	0.00306682893990062	0.00405775252617557	0.00653233591423219	0.00148956432835401	0.00148395320564809	0.00148369328884257	0.00460848235407707	0.00340845835081005	0.00278478227080692	0.00324059101396312	0.00249050943624551	0.00259902128483624	0.00237861910460602	0.00341930160404658	0.00603384709537114	0.0040732707283484	0.00470590821145811	0.0040732038297272	0.00207667568160597	0.000932271226403492	0.00232540576245188	0.00367781128067712	0.00386570706272316	0.00193218396124772	0.00460849988130396	0.00259903723713828	0.00232540122541858	0.0015392207876046	0.00236443194762026	0.00530138759161125	0.00328065192533278	0.00159580621072253	0.00259007423988256	0.00292967121389154	0.00331692552092577	0.00236443262571129	0.00312843934290508	0.00288936639188686	0.00309663430566987	0.00425533433108105	0.00233583886720989	0.00340846514935045	0.00252914241318869	0.00483358358388131	0.00644517010344214	0.00259904952427803	0.0015008038949218	0.00237861738859135	0.00249498593879616	0.00347079055115052	0.00390707556010583	0.0023644304442143	0.00071590472945382	0.00089205466797071	0.00228507971765168	0.00407329686977009	0.00196878562309732	0.00503499110632522	3.18233325755646e-05	0.00291673340957788	0.00275856115096884	0.00331786412050117	0.00233582988106862	0.00275854299447675	0.0010536445074516	0.0079257447650577	0.00196878802706801	0.00257613289321823	0.00565712127264062	0.00367782912903036	0.00329690681516648	0.00333943560765493	0.0018693899500728	0.00341939670542746	0.000969024791057649	0.00704809545081697	0.00186938923163249
